SiteName,Lat,Lon,State,DoiRegion,Huc6,DataUnits,DataValue,DataDate,DateQueried,DataDateMax,DataDateP90,DataDateP75,DataDateP50,DataDateP25,DataDateP10,DataDateMin,DataDateAvg,DataValuePctMdn,DataValuePctAvg,StatsPeriod,MaxCapacity,ActiveCapacity,PctFull,TeacupUrl,DataUrl,Comment
Lake Altus (Altus Dam),34.8865,-99.2958,OK,Arkansas-Rio Grande-Texas Gulf,111203,,,,04/10/1997,,,,,,,,,,,10/1/1990 - 9/30/2020,147925,147387,,,,
Anderson Ranch Reservoir (Anderson Ranch Dam),43.3595096,-115.4501724,ID,Columbia-Pacific Northwest,170501,,,,04/10/1997,,,,,,,,,,,10/1/1990 - 9/30/2020,474942,413074,,,,
Arrowrock Reservoir (Arrowrock Dam),43.5952,-115.923,ID,Columbia-Pacific Northwest,170501,,,,04/10/1997,,,,,,,,,,,10/1/1990 - 9/30/2020,272224,271710,,,,
Beulah Reservoir (Agency Valley Dam),43.9117446,-118.154354,OR,Columbia-Pacific Northwest,170501,,,,04/10/1997,,,,,,,,,,,10/1/1990 - 9/30/2020,59212,59212,,,,
Lake Cascade (Cascade Dam),44.524997,-116.050279,ID,Columbia-Pacific Northwest,170501,,,,04/10/1997,,,,,,,,,,,10/1/1990 - 9/30/2020,693000,646500,,,,
Bully Creek Reservoir (Bully Creek Dam),44.0147313,-117.396898,OR,Columbia-Pacific Northwest,170501,,,,04/10/1997,,,,,,,,,,,10/1/1990 - 9/30/2020,31600,30000,,,,
Bumping Lake (Bumping Lake Dam),46.8712,-121.29936,WA,Columbia-Pacific Northwest,170300,,,,04/10/1997,,,,,,,,,,,10/1/1990 - 9/30/2020,35400,35400,,,,
Deadwood Reservoir (Deadwood Dam),44.2932322,-115.6459458,ID,Columbia-Pacific Northwest,170501,,,,04/10/1997,,,,,,,,,,,10/1/1990 - 9/30/2020,162000,153992,,,,
Harry Strunk Lake (Medicine Creek Dam),40.3789,-100.2178,NE,Missouri Basin,102500,,,,04/10/1997,,,,,,,,,,,10/1/1990 - 9/30/2020,87361,79464,,,,
Henry Hagg Lake (Scoggins Dam),45.4724,-123.19965,OR,Columbia-Pacific Northwest,170900,,,,04/10/1997,,,,,,,,,,,10/1/1990 - 9/30/2020,62216,53323,,,,
Hugh Butler Lake (Red Willow Dam),40.3575,-100.6672,NE,Missouri Basin,102500,,,,04/10/1997,,,,,,,,,,,10/1/1990 - 9/30/2020,85070,76149,,,,
Lake Como (Como Dam),46.0617,-114.2333,MT,Columbia-Pacific Northwest,170102,,,,04/10/1997,,,,,,,,,,,10/1/1990 - 9/30/2020,45326,38495,,,,
Enders Reservoir (Enders Dam),40.4217,-101.5181,NE,Missouri Basin,102500,,,,04/10/1997,,,,,,,,,,,10/1/1990 - 9/30/2020,72958,64010,,,,
Fort Cobb Reservoir (Fort Cobb Dam),35.1611,-98.4549,OK,Arkansas-Rio Grande-Texas Gulf,111303,,,,04/10/1997,,,,,,,,,,,10/1/1990 - 9/30/2020,133451,132436,,,,
Foss Reservoir (Foss Dam),35.5472,-99.1837,OK,Arkansas-Rio Grande-Texas Gulf,111303,,,,04/10/1997,,,,,,,,,,,10/1/1990 - 9/30/2020,349303,340435,,,,
Franklin D. Roosevelt Lake (Grand Coulee Dam),47.9566,-118.9805,WA,Columbia-Pacific Northwest,170200,af,4987371.999998,04/10/1997,04/10/1997,8575159.964277,7988162.99805,7544082.99999925,6499149.999998501,5884699.951168,5527833.9892535,4510729.000001,6656591.695097767,0.7673883507842028,0.7492380828571685,10/1/1990 - 9/30/2020,9715346,5349560,0.5133499105433816,,https://water.usace.army.mil/cda/reporting/providers/nwdp/timeseries?name=GCL.Stor.Inst.1Hour.0.CBT-REV,
Mann Creek Reservoir (Mann Creek Dam),44.392349,-116.895389,ID,Columbia-Pacific Northwest,170501,,,,04/10/1997,,,,,,,,,,,10/1/1990 - 9/30/2020,12536,10917,,,,
McKay Reservoir (McKay Dam),45.605406,-118.7957668,OR,Columbia-Pacific Northwest,170701,,,,04/10/1997,,,,,,,,,,,10/1/1990 - 9/30/2020,71534,71534,,,,
Ochoco Reservoir (Ochoco Dam),44.29903,-120.72506,OR,Columbia-Pacific Northwest,170703,,,,04/10/1997,,,,,,,,,,,10/1/1990 - 9/30/2020,44248,44214,,,,
Prineville Reservoir (Arthur R. Bowman Dam),44.11125,-120.78738,OR,Columbia-Pacific Northwest,170703,,,,04/10/1997,,,,,,,,,,,10/1/1990 - 9/30/2020,150216,148633,,,,
Swanson Lake (Trenton Dam),40.1614,-101.0631,NE,Missouri Basin,102500,,,,04/10/1997,,,,,,,,,,,10/1/1990 - 9/30/2020,244362,234033,,,,
Thief Valley Reservoir (Thief Valley Dam),45.012996,-117.7810764,OR,Columbia-Pacific Northwest,170502,,,,04/10/1997,,,,,,,,,,,10/1/1990 - 9/30/2020,13307,13307,,,,
Tom Steed Reservoir (Mountain Park Dam),34.7386,-98.9875,OK,Arkansas-Rio Grande-Texas Gulf,111203,af,92799.5,04/10/1997,04/10/1997,107876,97456.1,92442.925,75751.45,63538.62500000001,54822.210000000014,19855,74450.91333333333,1.225052457741733,1.246452136651648,10/1/1990 - 9/30/2020,119051,114953,0.7794936623799884,,https://api.wwdh.internetofwater.app/collections/rise-edr/locations/3670?parameter-name=Storage&datetime=1997-04-10/1997-04-11&f=csv,
Unity Reservoir (Unity Dam),44.5042,-118.1806,OR,Columbia-Pacific Northwest,170502,,,,04/10/1997,,,,,,,,,,,10/1/1990 - 9/30/2020,25500,24970,,,,
Warm Springs Reservoir (Warm Springs Dam),43.58505,-118.2092857,OR,Columbia-Pacific Northwest,170501,,,,04/10/1997,,,,,,,,,,,10/1/1990 - 9/30/2020,169714,169639,,,,
Lake Thunderbird (Norman Dam),35.2211,-97.2192,OK,Arkansas-Rio Grande-Texas Gulf,110902,,,,04/10/1997,,,,,,,,,,,10/1/1990 - 9/30/2020,172718,161612,,,,
Crawford Reservoir (Crawford Dam),38.68294,-107.60285,CO,Upper Colorado Basin,140200,af,,,04/10/1997,14427,12042.5,11141,9249.5,6303.25,3941,3337,8675,,,10/1/1990 - 9/30/2020,14395,14064,,,,
Clear Lake Reservoir (Clear Lake Dam),41.9257,-121.0757,CA,California-Great Basin,180102,,,,04/10/1997,,,,,,,,,,,10/1/1990 - 9/30/2020,507252,463313,,,,
Lahontan Reservoir (Lahontan Dam),39.4622,-119.0667,NV,California-Great Basin,160502,af,283100,04/10/1997,04/10/1997,287100,278420,231600,205550,124100,93496,60190,189380.35714285713,1.3772804670396497,1.4948752039074804,10/1/1990 - 9/30/2020,319800,319800,0.8852407754846779,,https://api.waterdata.usgs.gov/ogcapi/v0/collections/daily/items?sites=10312100&startDate=1997-04-10&endDate=1997-04-10&parameterCode=00054,
#NAME?,48.0022280750001,-106.417987085,MT,Missouri Basin,100401,af,15866000.000001,04/10/1997,04/10/1997,16776999.999996,15814700.000001,15303750.0000015,13729000.0000005,10842750.000001,9251899.9999988,8654999.999997,13141166.666666267,1.155655910845686,1.2073509455021612,10/1/1990 - 9/30/2020,18463000,,0.8593403022261279,,https://water.usace.army.mil/cda/reporting/providers/nwdm/timeseries?name=FTPK.Stor.Inst.~1Day.0.Best-MRBWM,
Agate Reservoir (Agate Dam),42.415,-122.77222,OR,Columbia-Pacific Northwest,171003,,,,04/10/1997,,,,,,,,,,,10/1/1990 - 9/30/2020,4780,4670,,,,
American Falls Reservoir (American Falls Dam),42.77916,-112.87917,ID,Columbia-Pacific Northwest,170402,,,,04/10/1997,,,,,,,,,,,10/1/1990 - 9/30/2020,1672590,1672590,,,,
Billy Clapp Lake (Pinto Dam),47.44805556,-119.2544444,WA,Columbia-Pacific Northwest,170200,,,,04/10/1997,,,,,,,,,,,10/1/1990 - 9/30/2020,64200,21200,,,,
Conconully Lake (Salmon Lake Dam),48.5585374,-119.745,WA,Columbia-Pacific Northwest,170200,,,,04/10/1997,,,,,,,,,,,10/1/1990 - 9/30/2020,15700,10500,,,,
Cle Elum Lake (Cle Elum Dam),47.24555556,-121.0733333,WA,Columbia-Pacific Northwest,170300,,,,04/10/1997,,,,,,,,,,,10/1/1990 - 9/30/2020,705500,432500,,,,
Cold Springs Reservoir (Cold Springs Dam),45.86,-119.17083,OR,Columbia-Pacific Northwest,170701,,,,04/10/1997,,,,,,,,,,,10/1/1990 - 9/30/2020,39260,38646,,,,
Crane Prairie Reservoir (Crane Prairie Dam),43.75513542,-121.7850123,OR,Columbia-Pacific Northwest,170703,,,,04/10/1997,,,,,,,,,,,10/1/1990 - 9/30/2020,59724,55300,,,,
Crescent Lake (Crescent Lake Dam),43.501664,-121.973481,OR,California-Great Basin,170703,,,,04/10/1997,,,,,,,,,,,10/1/1990 - 9/30/2020,,,,,,
Emigrant Reservoir (Emigrant Dam),42.16129526000001,-122.6053697,OR,Columbia-Pacific Northwest,171003,,,,04/10/1997,,,,,,,,,,,10/1/1990 - 9/30/2020,40500,39000,,,,
Black Canyon Reservoir (Black Canyon Diversion Dam),43.93049931,-116.4371049,ID,Columbia-Pacific Northwest,170501,,,,04/10/1997,,,,,,,,,,,10/1/1990 - 9/30/2020,29822,,,,,
Fish Lake (Fish Lake Dam),42.37813811,-122.3479876,OR,Columbia-Pacific Northwest,171003,,,,04/10/1997,,,,,,,,,,,10/1/1990 - 9/30/2020,7836,7836,,,,
Fourmile Lake (Fourmile Lake Dam),42.45592034000001,-122.2434008,OR,California-Great Basin,180102,,,,04/10/1997,,,,,,,,,,,10/1/1990 - 9/30/2020,15600,15600,,,,
Grassy Lake (Grassy Lake Dam),44.12965909,-110.8193888,WY,Upper Colorado Basin,170402,,,,04/10/1997,,,,,,,,,,,10/1/1990 - 9/30/2020,15452,15182,,,,
Haystack Reservoir (Haystack Dam),44.49943634,-121.1544407,OR,Columbia-Pacific Northwest,170703,,,,04/10/1997,,,,,,,,,,,10/1/1990 - 9/30/2020,5650,5635,,,,
Hungry Horse Reservoir (Hungry Horse Dam),48.34222222,-114.0188889,MT,Columbia-Pacific Northwest,170102,,,,04/10/1997,,,,,,,,,,,10/1/1990 - 9/30/2020,3467179,2982026,,,,
Howard Prairie Reservoir (Howard Prairie Dam),42.21663259000001,-122.3775311,OR,Columbia-Pacific Northwest,180102,,,,04/10/1997,,,,,,,,,,,10/1/1990 - 9/30/2020,62100,60600,,,,
Hyatt Reservoir (Hyatt Dam),42.17222,-122.46667,OR,Columbia-Pacific Northwest,180102,,,,04/10/1997,,,,,,,,,,,10/1/1990 - 9/30/2020,16200,16200,,,,
Island Park Reservoir (Island Park Dam),44.41893154,-111.3984276,ID,Columbia-Pacific Northwest,170402,,,,04/10/1997,,,,,,,,,,,10/1/1990 - 9/30/2020,135585,135205,,,,
Jackson Lake (Jackson Lake Dam),43.8575325,-110.5897446,WY,Upper Colorado Basin,170401,,,,04/10/1997,,,,,,,,,,,10/1/1990 - 9/30/2020,847000,847000,,,,
Kachess Lake (Kachess Dam),47.26472222,-121.2044444,WA,Columbia-Pacific Northwest,170300,,,,04/10/1997,,,,,,,,,,,10/1/1990 - 9/30/2020,239000,239000,,,,
Keechelus Lake (Keechelus Dam),47.32222222,-121.3388889,WA,Columbia-Pacific Northwest,170300,,,,04/10/1997,,,,,,,,,,,10/1/1990 - 9/30/2020,158000,158000,,,,
Lake Lowell (Deer Flat Dam),43.58333,-116.73333,ID,Columbia-Pacific Northwest,170501,,,,04/10/1997,,,,,,,,,,,10/1/1990 - 9/30/2020,173043,159365,,,,
Lucky Peak Reservoir (Lucky Peak Dam),43.527969,-116.0537,ID,Columbia-Pacific Northwest,170501,af,121609.499997,04/10/1997,04/10/1997,274469.999999,236705.1600015,221049.00000125,201770.8999995,159015.12499749998,131435.809999,121609.499997,193441.7916662,0.6027107972324124,0.628661981206457,10/1/1990 - 9/30/2020,307043,,0.3960666746905157,,https://water.usace.army.mil/cda/reporting/providers/nww/timeseries?name=LUC.Stor-Total.Inst.0.0.USBR-COMPUTED-REV,
Lake Walcott (Minidoka Dam),42.669915,-113.482993,ID,Columbia-Pacific Northwest,170402,,,,04/10/1997,,,,,,,,,,,10/1/1990 - 9/30/2020,210200,95200,,,,
Lake Owyhee (Owyhee Dam),43.64156,-117.24305,OR,Columbia-Pacific Northwest,170501,,,,04/10/1997,,,,,,,,,,,10/1/1990 - 9/30/2020,1120000,715000,,,,
Palisades Reservoir (Palisades Dam),43.330518,-111.206346,ID,Columbia-Pacific Northwest,170401,,,,04/10/1997,,,,,,,,,,,10/1/1990 - 9/30/2020,1402000,1200000,,,,
Mason Reservoir (Mason Dam),44.67167,-118,OR,Columbia-Pacific Northwest,170502,,,,04/10/1997,,,,,,,,,,,10/1/1990 - 9/30/2020,95500,90500,,,,
Rimrock Lake (Tieton Dam),46.6566042,-121.1289276,WA,Columbia-Pacific Northwest,170300,,,,04/10/1997,,,,,,,,,,,10/1/1990 - 9/30/2020,198000,198000,,,,
Ririe Reservoir (Ririe Dam),43.5821394,-111.7428411,ID,Columbia-Pacific Northwest,170402,,,,04/10/1997,,,,,,,,,,,10/1/1990 - 9/30/2020,100500,90500,,,,
Mann Lake (Reservoir A Dam),46.37111,-116.8575,ID,Columbia-Pacific Northwest,170603,,,,04/10/1997,,,,,,,,,,,10/1/1990 - 9/30/2020,2440,2440,,,,
Soldiers Meadow Reservoir (Soldiers Meadow Dam),46.16722,-116.73666,ID,Columbia-Pacific Northwest,170603,,,,04/10/1997,,,,,,,,,,,10/1/1990 - 9/30/2020,2370,2370,,,,
Clear Lake (OR) (Wasco Dam),45.17638889,-121.6944444,OR,Columbia-Pacific Northwest,170703,,,,04/10/1997,,,,,,,,,,,10/1/1990 - 9/30/2020,13066,13066,,,,
Wickiup Reservoir (Wickiup Dam),43.683822,-121.689761,OR,Columbia-Pacific Northwest,170703,,,,04/10/1997,,,,,,,,,,,10/1/1990 - 9/30/2020,200000,200000,,,,
Little Wood River Reservoir (Little Wood River Dam),43.42528,-114.02723,ID,Columbia-Pacific Northwest,170402,,,,04/10/1997,,,,,,,,,,,10/1/1990 - 9/30/2020,30000,30000,,,,
Banks Lake (Dry Falls Dam),47.61712097,-119.2993212,WA,Columbia-Pacific Northwest,170200,,,,04/10/1997,,,,,,,,,,,10/1/1990 - 9/30/2020,1275000,715000,,,,
Potholes Reservoir (O'Sullivan Dam),46.9831158,-119.2755127,WA,Columbia-Pacific Northwest,170200,,,,04/10/1997,,,,,,,,,,,10/1/1990 - 9/30/2020,511700,332200,,,,
Scooteney Reservoir (Scooteney Dikes),46.66926397,-119.0326407,WA,Columbia-Pacific Northwest,170200,,,,04/10/1997,,,,,,,,,,,10/1/1990 - 9/30/2020,15250,6750,,,,
Boca Reservoir (Boca Dam),39.3901,-120.0955,CA,California-Great Basin,160501,af,32280,04/10/1997,04/10/1997,35260,32718,32280,21400,14910,10530.000000000002,7290,22129.896551724138,1.5084112149532711,1.4586602302704876,10/1/1990 - 9/30/2020,41110,40870,0.7852104110921917,,https://api.waterdata.usgs.gov/ogcapi/v0/collections/daily/items?sites=10344490&startDate=1997-04-10&endDate=1997-04-10&parameterCode=00054,
Cheney Reservoir (Cheney Dam),37.723,-97.802,KS,Missouri Basin,110300,af,202800,04/10/1997,04/10/1997,208800,204400,201600,166600,111800,88174,44960,153578.27586206896,1.2172869147659064,1.3204992624226215,10/1/1990 - 9/30/2020,262736,250466,0.7718774739662627,,https://api.wwdh.internetofwater.app/collections/rise-edr/locations/--?parameter-name=Storage&datetime=1997-04-10/1997-04-11&f=csv,
Conconully Reservoir (Conconully Dam),48.5381,-119.7523,WA,Columbia-Pacific Northwest,170200,af,202800,04/10/1997,04/10/1997,208800,204400,201600,166600,111800,88174,44960,153578.27586206896,1.2172869147659064,1.3204992624226215,10/1/1990 - 9/30/2020,13000,13000,15.6,,https://api.wwdh.internetofwater.app/collections/rise-edr/locations/--?parameter-name=Storage&datetime=1997-04-10/1997-04-11&f=csv,
Gerber Reservoir (Gerber Dam),42.2012,-121.13,OR,California-Great Basin,180102,af,202800,04/10/1997,04/10/1997,208800,204400,201600,166600,111800,88174,44960,153578.27586206896,1.2172869147659064,1.3204992624226215,10/1/1990 - 9/30/2020,94300,92300,2.1505832449628843,,https://api.wwdh.internetofwater.app/collections/rise-edr/locations/--?parameter-name=Storage&datetime=1997-04-10/1997-04-11&f=csv,
Helena Valley Reservoir (Helena Valley Dam),46.6413,-111.8828,MT,Missouri Basin,100301,af,202800,04/10/1997,04/10/1997,208800,204400,201600,166600,111800,88174,44960,153578.27586206896,1.2172869147659064,1.3204992624226215,10/1/1990 - 9/30/2020,10451,5897,19.40484164194814,,https://api.wwdh.internetofwater.app/collections/rise-edr/locations/--?parameter-name=Storage&datetime=1997-04-10/1997-04-11&f=csv,
Kortes Reservoir (Kortes Dam),42.1742,-106.8808,WY,Upper Colorado Basin,101800,af,202800,04/10/1997,04/10/1997,208800,204400,201600,166600,111800,88174,44960,153578.27586206896,1.2172869147659064,1.3204992624226215,10/1/1990 - 9/30/2020,4739,3073,42.793838362523736,,https://api.wwdh.internetofwater.app/collections/rise-edr/locations/--?parameter-name=Storage&datetime=1997-04-10/1997-04-11&f=csv,
Lake Meredith (Sanford Dam),35.7142,-101.5525,TX,Arkansas-Rio Grande-Texas Gulf,110901,af,202800,04/10/1997,04/10/1997,208800,204400,201600,166600,111800,88174,44960,153578.27586206896,1.2172869147659064,1.3204992624226215,10/1/1990 - 9/30/2020,1358594,1285151,0.14927196793155276,,https://api.wwdh.internetofwater.app/collections/rise-edr/locations/--?parameter-name=Storage&datetime=1997-04-10/1997-04-11&f=csv,
Lake Of The Arbuckles (Arbuckle Dam),34.4331,-97.0278,OK,Arkansas-Rio Grande-Texas Gulf,111303,af,202800,04/10/1997,04/10/1997,208800,204400,201600,166600,111800,88174,44960,153578.27586206896,1.2172869147659064,1.3204992624226215,10/1/1990 - 9/30/2020,108596,98220,1.8674720984198312,,https://api.wwdh.internetofwater.app/collections/rise-edr/locations/--?parameter-name=Storage&datetime=1997-04-10/1997-04-11&f=csv,
Prosser Creek Reservoir (Prosser Creek Dam),39.3789,-120.1386,CA,California-Great Basin,160501,af,9807,04/10/1997,04/10/1997,12660,11280,10500,9987,9647,9030.2,5374,9979.448275862069,0.9819765695404026,0.9827196583322968,10/1/1990 - 9/30/2020,29840,28640,0.3286528150134048,,https://api.waterdata.usgs.gov/ogcapi/v0/collections/daily/items?sites=10340300&startDate=1997-04-10&endDate=1997-04-10&parameterCode=00054,
Rifle Gap Reservoir (Rifle Gap Dam),39.6279,-107.7595,CO,Upper Colorado Basin,140100,af,202800,04/10/1997,04/10/1997,208800,204400,201600,166600,111800,88174,44960,153578.27586206896,1.2172869147659064,1.3204992624226215,10/1/1990 - 9/30/2020,13602,12168,14.909572121746802,,https://api.wwdh.internetofwater.app/collections/rise-edr/locations/--?parameter-name=Storage&datetime=1997-04-10/1997-04-11&f=csv,
Stampede Reservoir (Stampede Dam),39.4751,-120.1039,CA,California-Great Basin,160501,,,,04/10/1997,,,,,,,,,,,10/1/1990 - 9/30/2020,226500,221500,,,,
Lake Tahoe Reservoir (Lake Tahoe Dam),39.1671,-120.144,CA,California-Great Basin,160501,,,,04/10/1997,,,,,,,,,,,10/1/1990 - 9/30/2020,744000,744000,,,,
Twin Buttes Reservoir (Twin Buttes Dam),31.3656,-100.5284,TX,Arkansas-Rio Grande-Texas Gulf,120901,af,202800,04/10/1997,04/10/1997,208800,204400,201600,166600,111800,88174,44960,153578.27586206896,1.2172869147659064,1.3204992624226215,10/1/1990 - 9/30/2020,641234,632887,0.3162652011590153,,https://api.wwdh.internetofwater.app/collections/rise-edr/locations/--?parameter-name=Storage&datetime=1997-04-10/1997-04-11&f=csv,
Upper Klamath Lake (Link River Diversion Dam),42.2339,-121.8019,OR,California-Great Basin,180102,,,,04/10/1997,,,,,,,,,,,10/1/1990 - 9/30/2020,735000,523700,,,,
Vega Reservoir (Vega Dam),39.2243,-107.8108,CO,Upper Colorado Basin,140100,af,202800,04/10/1997,04/10/1997,208800,204400,201600,166600,111800,88174,44960,153578.27586206896,1.2172869147659064,1.3204992624226215,10/1/1990 - 9/30/2020,33800,32980,6,,https://api.wwdh.internetofwater.app/collections/rise-edr/locations/--?parameter-name=Storage&datetime=1997-04-10/1997-04-11&f=csv,
Cedar Bluff Reservoir (Cedar Bluff Dam),38.7892,-99.7207,KS,Missouri Basin,102600,,,,04/10/1997,,,,,,,,,,,10/1/1990 - 9/30/2020,364342,335768,,,,
